id,rating
0,3.66
1,3.58
2,3.58
3,3.64
4,3.63
5,3.6
6,3.61
7,3.64
8,3.65
9,3.47
10,3.45
11,3.47
12,3.42
13,3.1
14,3.14
15,3.32
16,3.09
17,3.07
18,3.19
19,3.4
20,4.18
21,4.22
22,4.18
23,4.12
24,4.23
25,4.27
26,4.24
27,4.3
28,4.21
29,4.18
30,3.46
31,3.25
32,3.53
33,3.6
34,3.49
35,3.51
36,3.72
37,3.64
38,3.64
39,3.67
40,3.75
41,3.82
42,4.28
43,3.9
44,3.82
45,3.71
46,3.79
47,3.94
48,3.93
49,3.9
50,3.85
51,3.89
52,3.78
53,3.89
54,3.75
55,3.8
56,3.9
57,3.91
58,3.84
59,3.86
60,3.02
61,3.05
62,3.0
63,2.98
64,2.97
65,2.99
66,2.98
67,3.03
68,3.04
69,3.06
70,3.81
71,3.74
72,3.79
73,3.63
74,3.63
75,3.67
76,3.66
77,3.81
78,3.52
79,4.0
80,4.2
81,4.02
82,4.21
83,4.18
84,4.26
85,4.11
86,4.18
87,4.17
88,4.18
89,4.14
90,3.83
91,3.88
92,3.85
93,3.92
94,4.06
95,3.82
96,3.69
97,3.61
98,3.86
99,3.89
100,4.13
101,4.21
102,4.22
103,4.13
104,4.11
105,4.2
106,4.36
107,4.25
108,4.18
109,4.24
110,3.43
111,3.38
112,3.43
113,3.46
114,3.4
115,3.4
116,3.38
117,3.43
118,3.37
119,3.48
120,4.15
121,4.18
122,4.19
123,3.99
124,3.97
125,4.24
126,4.15
127,4.19
128,4.07
129,4.06
130,3.94
131,4.01
132,3.97
133,4.0
134,4.0
135,3.99
136,4.01
137,3.96
138,3.96
139,4.06
140,4.11
141,4.12
142,4.12
143,4.11
144,4.1
145,2.79
146,2.73
147,2.79
148,2.9
149,2.79
150,4.1
151,4.11
152,4.12
153,4.11
154,4.13
155,3.8
156,3.72
157,3.76
158,3.58
159,3.75
160,4.05
161,3.92
162,3.94
163,3.93
164,3.94
165,3.98
166,3.95
167,4.0
168,3.98
169,3.88
170,3.91
171,3.83
172,3.87
173,3.76
174,3.81
175,3.7
176,3.79
177,3.67
178,3.56
179,3.85
180,3.96
181,3.84
182,4.03
183,4.0
184,3.7
185,3.57
186,3.74
187,3.71
188,3.81
189,3.82
190,4.2
191,4.15
192,4.21
193,4.2
194,4.11
195,4.13
196,4.12
197,4.11
198,4.15
199,4.03
200,4.02
201,4.07
202,4.18
203,4.09
204,4.13
205,3.98
206,4.06
207,4.02
208,4.12
209,4.12
210,4.1
211,4.1
212,4.01
213,3.9
214,3.88
215,3.98
216,3.91
217,4.0
218,4.01
219,3.98
220,4.49
221,4.47
222,4.5
223,4.4
224,4.45
225,4.51
226,4.43
227,4.47
228,4.5
229,4.53
230,4.21
231,4.24
232,4.23
