id,rating
0,3.64
1,3.51
2,3.71
3,3.71
4,3.51
5,3.51
6,3.71
7,3.51
8,3.51
9,3.51
10,3.45
11,3.32
12,3.32
13,3.32
14,3.32
15,3.32
16,3.32
17,3.32
18,3.32
19,3.32
20,3.94
21,4.18
22,3.94
23,3.94
24,4.18
25,3.94
26,4.34
27,3.94
28,3.94
29,3.94
30,3.54
31,3.54
32,3.54
33,3.54
34,3.54
35,3.54
36,3.54
37,3.54
38,3.54
39,3.54
40,4.15
41,3.72
42,3.96
43,3.72
44,4.12
45,3.91
46,4.15
47,3.96
48,4.15
49,4.15
50,3.84
51,3.84
52,3.84
53,3.84
54,3.67
55,3.84
56,3.84
57,3.84
58,3.84
59,3.67
60,3.0
61,3.0
62,3.0
63,3.0
64,3.0
65,3.0
66,3.0
67,3.0
68,3.0
69,3.0
70,3.78
71,3.72
72,3.83
73,3.78
74,3.78
75,3.78
76,3.78
77,3.72
78,3.78
79,3.72
80,4.15
81,4.15
82,4.15
83,4.15
84,4.15
85,4.15
86,4.15
87,4.15
88,4.15
89,4.15
90,3.84
91,3.84
92,3.84
93,3.84
94,3.84
95,3.84
96,3.84
97,3.84
98,3.84
99,3.84
100,4.23
101,4.23
102,4.23
103,4.23
104,4.23
105,4.23
106,4.23
107,4.23
108,4.23
109,4.23
110,3.43
111,3.43
112,3.43
113,3.43
114,3.43
115,3.43
116,3.43
117,3.43
118,3.43
119,3.43
120,4.13
121,4.11
122,4.11
123,4.13
124,4.28
125,4.28
126,4.13
127,4.28
128,4.13
129,4.13
130,4.0
131,4.0
132,4.0
133,4.0
134,4.0
135,4.0
136,4.0
137,4.0
138,4.0
139,4.0
140,4.11
141,4.11
142,4.11
143,4.11
144,4.11
145,2.89
146,2.87
147,3.09
148,3.09
149,2.87
150,4.11
151,4.11
152,4.11
153,4.11
154,4.11
155,3.76
156,3.76
157,3.76
158,3.76
159,3.76
160,3.95
161,3.95
162,3.95
163,3.95
164,3.95
165,3.95
166,3.95
167,3.95
168,3.95
169,3.95
170,3.63
171,3.79
172,3.79
173,3.79
174,3.79
175,3.63
176,3.79
177,3.79
178,3.79
179,3.79
180,3.87
181,3.87
182,3.87
183,3.87
184,3.87
185,3.87
186,3.87
187,3.87
188,3.87
189,3.87
190,4.32
191,4.32
192,4.15
193,4.15
194,4.15
195,4.15
196,4.15
197,4.15
198,4.15
199,4.32
200,4.09
201,4.09
202,4.09
203,4.09
204,4.09
205,4.09
206,4.09
207,4.09
208,4.09
209,4.09
210,4.1
211,4.1
212,4.0
213,4.0
214,4.0
215,4.0
216,4.0
217,4.0
218,4.0
219,4.0
220,4.47
221,4.47
222,4.47
223,4.47
224,4.47
225,4.47
226,4.47
227,4.47
228,4.47
229,4.47
230,4.24
231,4.24
232,4.24
233,4.24
234,4.24
235,4.24
236,4.24
237,4.24
238,4.24
239,4.24
240,4.17
241,4.17
242,4.17
243,4.17
244,3.97
245,3.97
246,3.97
247,3.97
248,3.97
249,3.97
250,3.97
251,3.96
252,3.97
253,3.96
254,3.97
255,3.97
256,3.97
257,3.97
258,3.97
259,3.97
260,4.04
261,4.04
262,4.04
263,4.04
264,4.04
265,4.04
266,4.04
267,4.04
268,4.04
269,4.04
270,3.5
271,3.5
272,3.5
273,3.5
274,3.5
275,3.5
276,3.5
277,3.5
278,3.5
279,3.5
280,3.95
281,3.95
282,3.95
283,3.95
284,3.95
285,3.95
286,3.95
287,3.95
288,3.95
289,3.95
290,4.24
291,4.24
292,4.24
293,4.24
294,4.24
295,4.24
296,4.24
297,4.24
298,4.24
299,4.24
300,3.26
301,3.85
302,3.85
303,3.25
304,3.54
305,3.85
306,3.25
307,3.85
308,3.42
309,3.42
310,3.2
311,3.2
312,3.2
313,3.2
314,3.2
315,3.2
316,3.2
317,3.2
318,3.2
319,3.2
320,2.73
321,2.73
322,2.73
323,2.73
324,2.73
325,2.73
326,2.73
327,2.73
328,2.73
329,2.73
330,4.08
331,4.08
332,4.08
333,4.08
334,4.08
335,4.08
336,4.08
337,4.08
338,3.3
339,3.3
340,3.76
341,3.76
342,3.27
343,3.27
344,3.27
345,2.96
346,3.27
347,3.27
348,3.27
349,3.27
350,3.62
351,3.62
352,3.62
353,3.62
354,3.62
355,3.62
356,3.62
357,3.62
358,3.62
359,3.62
360,4.05
361,4.05
362,4.05
363,4.05
364,4.05
365,4.05
366,4.05
367,4.05
368,4.05
369,4.05
370,4.19
371,4.19
372,4.35
373,4.19
374,4.19
375,4.19
376,4.19
377,4.19
378,4.19
379,4.36
380,3.92
381,3.92
382,3.92
383,3.92
384,3.92
385,3.92
386,3.92
387,3.92
388,3.92
389,3.92
390,4.19
391,4.15
392,4.15
393,4.15
394,4.15
395,4.15
396,4.19
397,4.19
398,4.19
399,4.19
400,3.59
401,3.67
402,3.59
403,3.67
404,3.67
405,3.87
406,3.59
407,3.59
