id,rating
0,3.61
1,3.47
2,3.58
3,3.6
4,3.69
5,3.58
6,3.56
7,3.63
8,3.71
9,3.53
10,3.38
11,3.36
12,3.29
13,3.29
14,3.08
15,3.25
16,3.23
17,3.26
18,3.25
19,3.47
20,4.17
21,4.22
22,4.09
23,4.25
24,4.25
25,4.22
26,4.15
27,4.25
28,4.2
29,4.19
30,3.48
31,3.18
32,3.54
33,3.57
34,3.5
35,3.59
36,3.6
37,3.47
38,3.72
39,3.61
40,3.86
41,3.76
42,4.13
43,3.95
44,3.77
45,3.85
46,3.79
47,3.98
48,4.02
49,3.87
50,3.85
51,3.91
52,3.81
53,3.88
54,3.82
55,3.84
56,3.93
57,3.91
58,3.83
59,3.76
60,2.99
61,3.01
62,3.0
63,2.99
64,3.0
65,3.01
66,2.99
67,3.03
68,3.03
69,3.01
70,3.73
71,3.77
72,3.86
73,3.68
74,3.72
75,3.6
76,3.75
77,3.76
78,3.64
79,4.12
80,4.16
81,4.05
82,4.24
83,4.16
84,4.21
85,4.11
86,4.16
87,4.13
88,4.15
89,4.16
90,3.8
91,3.98
92,3.89
93,3.9
94,4.0
95,3.8
96,3.75
97,3.53
98,3.75
99,3.84
100,4.28
101,4.21
102,4.24
103,4.1
104,4.16
105,4.31
106,4.2
107,4.24
108,4.35
109,4.33
110,3.4
111,3.42
112,3.46
113,3.43
114,3.42
115,3.41
116,3.42
117,3.46
118,3.39
119,3.41
120,4.14
121,4.12
122,4.1
123,4.07
124,4.22
125,4.2
126,4.06
127,4.08
128,4.11
129,4.11
130,3.98
131,4.0
132,4.0
133,4.0
134,4.02
135,3.98
136,4.01
137,4.02
138,3.94
139,4.02
140,4.11
141,4.12
142,4.12
143,4.11
144,4.11
145,2.85
146,2.77
147,2.81
148,2.9
149,2.82
150,4.11
151,4.11
152,4.11
153,4.11
154,4.12
155,3.82
156,3.79
157,3.65
158,3.54
159,3.68
160,3.95
161,3.97
162,3.94
163,4.0
164,3.93
165,3.98
166,3.93
167,4.05
168,3.89
169,3.9
170,3.9
171,3.82
172,3.87
173,3.8
174,3.88
175,3.7
176,3.81
177,3.67
178,3.61
179,3.81
180,4.01
181,3.87
182,3.99
183,3.91
184,3.47
185,3.67
186,3.62
187,3.9
188,3.68
189,3.82
190,4.12
191,4.15
192,4.22
193,4.11
194,4.11
195,4.13
196,4.15
197,4.2
198,4.13
199,4.12
200,4.06
201,4.09
202,4.19
203,4.09
204,4.08
205,4.0
206,4.08
207,4.05
208,4.08
209,4.08
210,4.1
211,4.1
212,3.98
213,3.92
214,3.85
215,4.0
216,3.93
217,4.01
218,3.94
219,3.96
220,4.51
221,4.48
222,4.48
223,4.42
224,4.47
225,4.49
226,4.43
227,4.48
228,4.48
229,4.49
230,4.21
231,4.25
232,4.24
233,4.21
234,4.25
235,4.23
236,4.21
237,4.24
238,4.24
239,4.23
240,3.94
241,4.08
242,4.02
243,3.9
244,4.01
245,3.84
246,3.89
247,4.03
248,4.1
249,3.97
250,3.99
251,3.87
252,3.95
253,3.88
254,3.96
255,3.93
256,4.13
257,4.01
258,4.01
259,3.98
260,4.01
261,4.02
262,3.95
263,4.07
264,4.03
265,4.06
266,3.97
267,4.04
268,4.01
269,4.02
270,3.41
271,3.5
272,3.63
273,3.71
274,3.84
275,3.66
276,3.74
277,3.61
278,3.66
279,3.88
280,3.99
281,3.89
282,3.83
283,3.98
284,3.97
285,3.95
286,3.95
287,4.02
288,3.86
289,3.9
290,4.23
291,4.27
292,4.3
293,4.24
294,4.31
295,4.24
296,4.3
297,4.22
298,4.26
299,4.31
300,3.54
301,3.44
302,3.58
303,3.27
304,3.61
305,3.42
306,3.54
307,3.42
308,3.62
309,3.52
310,3.21
311,3.33
312,3.23
313,3.11
314,2.92
315,3.23
316,3.27
317,3.15
318,3.15
319,3.11
320,2.73
321,2.76
322,2.73
323,2.73
324,2.73
325,2.73
326,2.71
327,2.75
328,2.76
329,2.82
330,4.08
331,4.08
332,4.08
333,4.08
334,4.08
335,4.08
336,4.08
337,4.08
338,3.16
339,3.29
340,3.16
341,3.72
342,3.45
343,3.39
344,3.8
345,3.34
346,3.32
347,3.36
348,3.31
349,3.47
350,3.7
351,3.67
352,3.72
353,3.57
354,3.77
355,3.73
356,3.63
357,3.81
358,3.63
359,3.58
360,4.18
361,4.1
362,4.01
363,3.95
364,4.2
365,3.87
366,4.23
367,3.98
368,4.08
369,4.12
370,4.19
371,4.24
372,4.24
373,4.23
374,4.06
375,4.2
376,4.23
377,4.16
378,4.2
379,4.18
380,3.91
381,3.93
382,3.9
383,3.91
384,3.94
385,3.94
386,3.93
387,3.95
388,3.88
389,3.88
390,4.24
391,4.18
392,4.17
393,4.19
394,4.19
395,4.21
396,4.2
397,4.23
398,4.23
399,4.16
400,3.42
401,3.6
402,3.65
403,3.66
404,3.75
405,3.53
406,3.6
407,3.55
408,3.62
409,3.5
410,3.05
411,3.08
412,3.05
413,3.05
414,3.22
415,3.02
416,3.11
417,3.25
418,3.1
419,3.1
420,3.66
421,3.58
422,3.33
423,3.48
424,3.8
425,3.6
426,3.71
427,3.47
428,3.6
429,3.89
430,2.19
431,2.05
432,2.22
433,2.25
434,2.27
435,2.23
436,2.22
437,2.08
438,2.05
439,2.43
440,4.45
441,4.46
442,4.46
443,4.47
444,4.48
445,4.39
446,4.44
447,4.46
448,4.47
449,4.45
450,4.14
451,4.05
452,3.99
453,4.0
454,3.95
455,4.12
456,4.13
457,4.09
458,4.15
459,3.88
460,3.44
461,3.49
462,3.29
463,3.6
464,3.4
465,3.42
466,3.68
467,3.32
468,3.54
469,3.43
470,3.02
471,2.89
472,3.11
473,2.8
474,2.96
475,2.89
476,2.86
477,2.83
478,2.73
479,2.56
480,3.19
481,3.13
482,3.17
483,3.19
484,3.2
485,3.21
486,3.19
487,3.2
488,3.1
489,3.2
490,3.52
491,3.83
492,3.6
493,3.53
494,3.59
495,3.61
496,3.86
497,3.65
498,3.73
499,3.36
500,3.31
501,3.55
502,3.51
503,3.57
504,3.67
505,3.56
506,3.44
507,3.36
508,3.67
509,3.55
510,3.73
511,3.77
512,3.69
513,3.85
514,3.84
515,3.8
516,3.66
517,3.81
518,4.03
519,3.61
520,3.42
521,3.46
522,3.48
523,3.44
524,3.43
525,3.42
526,3.45
527,3.36
528,3.39
529,3.37
530,3.55
531,3.44
532,3.47
533,3.47
534,3.45
535,3.29
536,3.47
537,3.51
538,3.39
539,3.41
540,3.8
541,3.8
542,3.72
543,3.8
544,3.76
545,3.77
546,3.82
547,3.77
548,3.84
549,3.73
550,3.66
551,3.78
552,3.81
553,3.73
554,3.94
555,3.58
556,3.85
557,3.67
558,3.96
559,3.69
560,3.18
561,3.45
562,3.17
563,3.33
564,3.38
565,3.28
566,3.28
567,3.33
568,3.27
569,3.26
570,3.37
571,3.32
572,3.3
573,3.36
574,3.36
575,3.34
576,3.32
577,3.32
578,3.42
579,3.32
580,3.57
581,3.65
582,3.65
583,3.74
584,3.66
585,3.69
586,3.65
587,3.69
588,3.54
589,3.7
590,4.15
591,4.15
592,4.15
593,4.12
594,4.22
595,4.13
596,4.12
597,4.28
598,4.21
599,4.36
600,3.49
601,3.48
602,3.53
603,3.49
604,3.57
605,3.5
606,3.38
607,3.45
608,3.52
609,3.55
610,3.51
611,3.53
612,3.59
613,3.53
614,3.58
615,3.47
616,3.55
617,3.51
618,3.51
619,3.54
620,3.89
621,3.79
622,3.89
623,3.71
624,3.83
625,3.64
626,3.67
627,3.77
628,3.66
629,3.74
630,3.51
631,3.75
632,3.58
633,3.53
634,3.61
635,3.45
636,3.61
637,3.5
638,3.7
639,3.73
640,3.58
641,3.62
642,3.64
643,3.68
644,3.84
645,3.7
646,3.64
647,3.59
648,3.44
649,3.66
650,2.86
651,3.27
652,2.99
653,3.06
654,3.53
655,3.01
656,3.15
657,2.94
658,3.15
659,3.25
660,3.7
661,3.7
662,3.6
663,3.6
664,3.68
665,3.74
666,3.59
667,3.76
668,3.68
669,3.81
670,4.32
671,4.36
672,4.39
673,4.27
674,4.28
675,4.48
676,4.36
677,4.38
678,4.4
679,4.43
680,2.82
681,2.81
682,2.82
683,2.91
684,2.76
685,2.84
686,2.89
687,2.82
688,2.83
689,2.95
690,3.41
691,3.71
692,3.78
693,3.55
694,3.35
695,3.65
696,3.56
697,3.23
698,3.51
699,3.61
700,4.17
701,4.09
702,4.17
703,4.17
704,4.21
705,4.13
706,4.09
707,4.11
708,4.06
709,4.04
710,4.27
